name,Angle,e,e
/home/david/Documents/SELF DRIVING CAR ND/TERM1/simulator/CarND-Behavioral-Cloning-P3/data/IMG/center_2018_04_14_11_29_02_720.jpg,/home/david/Documents/SELF DRIVING CAR ND/TERM1/simulator/CarND-Behavioral-Cloning-P3/data/IMG/left_2018_04_14_11_29_02_720.jpg,/home/david/Documents/SELF DRIVING CAR ND/TERM1/simulator/CarND-Behavioral-Cloning-P3/data/IMG/right_2018_04_14_11_29_02_720.jpg,0,0.226284,0,28.02807
/home/david/Documents/SELF DRIVING CAR ND/TERM1/simulator/CarND-Behavioral-Cloning-P3/data/IMG/center_2018_04_14_11_29_02_787.jpg,/home/david/Documents/SELF DRIVING CAR ND/TERM1/simulator/CarND-Behavioral-Cloning-P3/data/IMG/left_2018_04_14_11_29_02_787.jpg,/home/david/Documents/SELF DRIVING CAR ND/TERM1/simulator/CarND-Behavioral-Cloning-P3/data/IMG/right_2018_04_14_11_29_02_787.jpg,0,0.3986764,0,28.07785
/home/david/Documents/SELF DRIVING CAR ND/TERM1/simulator/CarND-Behavioral-Cloning-P3/data/IMG/center_2018_04_14_11_29_02_854.jpg,/home/david/Documents/SELF DRIVING CAR ND/TERM1/simulator/CarND-Behavioral-Cloning-P3/data/IMG/left_2018_04_14_11_29_02_854.jpg,/home/david/Documents/SELF DRIVING CAR ND/TERM1/simulator/CarND-Behavioral-Cloning-P3/data/IMG/right_2018_04_14_11_29_02_854.jpg,0,0.5985003,0,28.26794
/home/david/Documents/SELF DRIVING CAR ND/TERM1/simulator/CarND-Behavioral-Cloning-P3/data/IMG/center_2018_04_14_11_29_02_922.jpg,/home/david/Documents/SELF DRIVING CAR ND/TERM1/simulator/CarND-Behavioral-Cloning-P3/data/IMG/left_2018_04_14_11_29_02_922.jpg,/home/david/Documents/SELF DRIVING CAR ND/TERM1/simulator/CarND-Behavioral-Cloning-P3/data/IMG/right_2018_04_14_11_29_02_922.jpg,0,0.8337271,0,28.72254
/home/david/Documents/SELF DRIVING CAR ND/TERM1/simulator/CarND-Behavioral-Cloning-P3/data/IMG/center_2018_04_14_11_29_02_992.jpg,/home/david/Documents/SELF DRIVING CAR ND/TERM1/simulator/CarND-Behavioral-Cloning-P3/data/IMG/left_2018_04_14_11_29_02_992.jpg,/home/david/Documents/SELF DRIVING CAR ND/TERM1/simulator/CarND-Behavioral-Cloning-P3/data/IMG/right_2018_04_14_11_29_02_992.jpg,0,1,0,29.20902
/home/david/Documents/SELF DRIVING CAR ND/TERM1/simulator/CarND-Behavioral-Cloning-P3/data/IMG/center_2018_04_14_11_29_03_063.jpg,/home/david/Documents/SELF DRIVING CAR ND/TERM1/simulator/CarND-Behavioral-Cloning-P3/data/IMG/left_2018_04_14_11_29_03_063.jpg,/home/david/Documents/SELF DRIVING CAR ND/TERM1/simulator/CarND-Behavioral-Cloning-P3/data/IMG/right_2018_04_14_11_29_03_063.jpg,0,1,0,29.94176
/home/david/Documents/SELF DRIVING CAR ND/TERM1/simulator/CarND-Behavioral-Cloning-P3/data/IMG/center_2018_04_14_11_29_03_138.jpg,/home/david/Documents/SELF DRIVING CAR ND/TERM1/simulator/CarND-Behavioral-Cloning-P3/data/IMG/left_2018_04_14_11_29_03_138.jpg,/home/david/Documents/SELF DRIVING CAR ND/TERM1/simulator/CarND-Behavioral-Cloning-P3/data/IMG/right_2018_04_14_11_29_03_138.jpg,0,1,0,30.18992
/home/david/Documents/SELF DRIVING CAR ND/TERM1/simulator/CarND-Behavioral-Cloning-P3/data/IMG/center_2018_04_14_11_29_03_207.jpg,/home/david/Documents/SELF DRIVING CAR ND/TERM1/simulator/CarND-Behavioral-Cloning-P3/data/IMG/left_2018_04_14_11_29_03_207.jpg,/home/david/Documents/SELF DRIVING CAR ND/TERM1/simulator/CarND-Behavioral-Cloning-P3/data/IMG/right_2018_04_14_11_29_03_207.jpg,0,1,0,30.18994
/home/david/Documents/SELF DRIVING CAR ND/TERM1/simulator/CarND-Behavioral-Cloning-P3/data/IMG/center_2018_04_14_11_29_03_277.jpg,/home/david/Documents/SELF DRIVING CAR ND/TERM1/simulator/CarND-Behavioral-Cloning-P3/data/IMG/left_2018_04_14_11_29_03_277.jpg,/home/david/Documents/SELF DRIVING CAR ND/TERM1/simulator/CarND-Behavioral-Cloning-P3/data/IMG/right_2018_04_14_11_29_03_277.jpg,0,1,0,30.1899
/home/david/Documents/SELF DRIVING CAR ND/TERM1/simulator/CarND-Behavioral-Cloning-P3/data/IMG/center_2018_04_14_11_29_03_352.jpg,/home/david/Documents/SELF DRIVING CAR ND/TERM1/simulator/CarND-Behavioral-Cloning-P3/data/IMG/left_2018_04_14_11_29_03_352.jpg,/home/david/Documents/SELF DRIVING CAR ND/TERM1/simulator/CarND-Behavioral-Cloning-P3/data/IMG/right_2018_04_14_11_29_03_352.jpg,0,1,0,30.18991
/home/david/Documents/SELF DRIVING CAR ND/TERM1/simulator/CarND-Behavioral-Cloning-P3/data/IMG/center_2018_04_14_11_29_03_421.jpg,/home/david/Documents/SELF DRIVING CAR ND/TERM1/simulator/CarND-Behavioral-Cloning-P3/data/IMG/left_2018_04_14_11_29_03_421.jpg,/home/david/Documents/SELF DRIVING CAR ND/TERM1/simulator/CarND-Behavioral-Cloning-P3/data/IMG/right_2018_04_14_11_29_03_421.jpg,0,1,0,30.18991
/home/david/Documents/SELF DRIVING CAR ND/TERM1/simulator/CarND-Behavioral-Cloning-P3/data/IMG/center_2018_04_14_11_29_03_496.jpg,/home/david/Documents/SELF DRIVING CAR ND/TERM1/simulator/CarND-Behavioral-Cloning-P3/data/IMG/left_2018_04_14_11_29_03_496.jpg,/home/david/Documents/SELF DRIVING CAR ND/TERM1/simulator/CarND-Behavioral-Cloning-P3/data/IMG/right_2018_04_14_11_29_03_496.jpg,0,1,0,30.18991
/home/david/Documents/SELF DRIVING CAR ND/TERM1/simulator/CarND-Behavioral-Cloning-P3/data/IMG/center_2018_04_14_11_29_03_571.jpg,/home/david/Documents/SELF DRIVING CAR ND/TERM1/simulator/CarND-Behavioral-Cloning-P3/data/IMG/left_2018_04_14_11_29_03_571.jpg,/home/david/Documents/SELF DRIVING CAR ND/TERM1/simulator/CarND-Behavioral-Cloning-P3/data/IMG/right_2018_04_14_11_29_03_571.jpg,0,1,0,30.18995
/home/david/Documents/SELF DRIVING CAR ND/TERM1/simulator/CarND-Behavioral-Cloning-P3/data/IMG/center_2018_04_14_11_29_03_646.jpg,/home/david/Documents/SELF DRIVING CAR ND/TERM1/simulator/CarND-Behavioral-Cloning-P3/data/IMG/left_2018_04_14_11_29_03_646.jpg,/home/david/Documents/SELF DRIVING CAR ND/TERM1/simulator/CarND-Behavioral-Cloning-P3/data/IMG/right_2018_04_14_11_29_03_646.jpg,0,1,0,30.18994
/home/david/Documents/SELF DRIVING CAR ND/TERM1/simulator/CarND-Behavioral-Cloning-P3/data/IMG/center_2018_04_14_11_29_03_716.jpg,/home/david/Documents/SELF DRIVING CAR ND/TERM1/simulator/CarND-Behavioral-Cloning-P3/data/IMG/left_2018_04_14_11_29_03_716.jpg,/home/david/Documents/SELF DRIVING CAR ND/TERM1/simulator/CarND-Behavioral-Cloning-P3/data/IMG/right_2018_04_14_11_29_03_716.jpg,0,1,0,30.18993
/home/david/Documents/SELF DRIVING CAR ND/TERM1/simulator/CarND-Behavioral-Cloning-P3/data/IMG/center_2018_04_14_11_29_03_783.jpg,/home/david/Documents/SELF DRIVING CAR ND/TERM1/simulator/CarND-Behavioral-Cloning-P3/data/IMG/left_2018_04_14_11_29_03_783.jpg,/home/david/Documents/SELF DRIVING CAR ND/TERM1/simulator/CarND-Behavioral-Cloning-P3/data/IMG/right_2018_04_14_11_29_03_783.jpg,0,1,0,30.18993
/home/david/Documents/SELF DRIVING CAR ND/TERM1/simulator/CarND-Behavioral-Cloning-P3/data/IMG/center_2018_04_14_11_29_03_850.jpg,/home/david/Documents/SELF DRIVING CAR ND/TERM1/simulator/CarND-Behavioral-Cloning-P3/data/IMG/left_2018_04_14_11_29_03_850.jpg,/home/david/Documents/SELF DRIVING CAR ND/TERM1/simulator/CarND-Behavioral-Cloning-P3/data/IMG/right_2018_04_14_11_29_03_850.jpg,0,1,0,30.18993
/home/david/Documents/SELF DRIVING CAR ND/TERM1/simulator/CarND-Behavioral-Cloning-P3/data/IMG/center_2018_04_14_11_29_03_917.jpg,/home/david/Documents/SELF DRIVING CAR ND/TERM1/simulator/CarND-Behavioral-Cloning-P3/data/IMG/left_2018_04_14_11_29_03_917.jpg,/home/david/Documents/SELF DRIVING CAR ND/TERM1/simulator/CarND-Behavioral-Cloning-P3/data/IMG/right_2018_04_14_11_29_03_917.jpg,0,1,0,30.18994
/home/david/Documents/SELF DRIVING CAR ND/TERM1/simulator/CarND-Behavioral-Cloning-P3/data/IMG/center_2018_04_14_11_29_03_984.jpg,/home/david/Documents/SELF DRIVING CAR ND/TERM1/simulator/CarND-Behavioral-Cloning-P3/data/IMG/left_2018_04_14_11_29_03_984.jpg,/home/david/Documents/SELF DRIVING CAR ND/TERM1/simulator/CarND-Behavioral-Cloning-P3/data/IMG/right_2018_04_14_11_29_03_984.jpg,0,1,0,30.18996
/home/david/Documents/SELF DRIVING CAR ND/TERM1/simulator/CarND-Behavioral-Cloning-P3/data/IMG/center_2018_04_14_11_29_04_060.jpg,/home/david/Documents/SELF DRIVING CAR ND/TERM1/simulator/CarND-Behavioral-Cloning-P3/data/IMG/left_2018_04_14_11_29_04_060.jpg,/home/david/Documents/SELF DRIVING CAR ND/TERM1/simulator/CarND-Behavioral-Cloning-P3/data/IMG/right_2018_04_14_11_29_04_060.jpg,0,1,0,30.18994
/home/david/Documents/SELF DRIVING CAR ND/TERM1/simulator/CarND-Behavioral-Cloning-P3/data/IMG/center_2018_04_14_11_29_04_128.jpg,/home/david/Documents/SELF DRIVING CAR ND/TERM1/simulator/CarND-Behavioral-Cloning-P3/data/IMG/left_2018_04_14_11_29_04_128.jpg,/home/david/Documents/SELF DRIVING CAR ND/TERM1/simulator/CarND-Behavioral-Cloning-P3/data/IMG/right_2018_04_14_11_29_04_128.jpg,0,1,0,30.18992
/home/david/Documents/SELF DRIVING CAR ND/TERM1/simulator/CarND-Behavioral-Cloning-P3/data/IMG/center_2018_04_14_11_29_04_204.jpg,/home/david/Documents/SELF DRIVING CAR ND/TERM1/simulator/CarND-Behavioral-Cloning-P3/data/IMG/left_2018_04_14_11_29_04_204.jpg,/home/david/Documents/SELF DRIVING CAR ND/TERM1/simulator/CarND-Behavioral-Cloning-P3/data/IMG/right_2018_04_14_11_29_04_204.jpg,0,1,0,30.18994
/home/david/Documents/SELF DRIVING CAR ND/TERM1/simulator/CarND-Behavioral-Cloning-P3/data/IMG/center_2018_04_14_11_29_04_278.jpg,/home/david/Documents/SELF DRIVING CAR ND/TERM1/simulator/CarND-Behavioral-Cloning-P3/data/IMG/left_2018_04_14_11_29_04_278.jpg,/home/david/Documents/SELF DRIVING CAR ND/TERM1/simulator/CarND-Behavioral-Cloning-P3/data/IMG/right_2018_04_14_11_29_04_278.jpg,0,1,0,30.18993
/home/david/Documents/SELF DRIVING CAR ND/TERM1/simulator/CarND-Behavioral-Cloning-P3/data/IMG/center_2018_04_14_11_29_04_351.jpg,/home/david/Documents/SELF DRIVING CAR ND/TERM1/simulator/CarND-Behavioral-Cloning-P3/data/IMG/left_2018_04_14_11_29_04_351.jpg,/home/david/Documents/SELF DRIVING CAR ND/TERM1/simulator/CarND-Behavioral-Cloning-P3/data/IMG/right_2018_04_14_11_29_04_351.jpg,0,1,0,30.18993
/home/david/Documents/SELF DRIVING CAR ND/TERM1/simulator/CarND-Behavioral-Cloning-P3/data/IMG/center_2018_04_14_11_29_04_426.jpg,/home/david/Documents/SELF DRIVING CAR ND/TERM1/simulator/CarND-Behavioral-Cloning-P3/data/IMG/left_2018_04_14_11_29_04_426.jpg,/home/david/Documents/SELF DRIVING CAR ND/TERM1/simulator/CarND-Behavioral-Cloning-P3/data/IMG/right_2018_04_14_11_29_04_426.jpg,0,1,0,30.18992
/home/david/Documents/SELF DRIVING CAR ND/TERM1/simulator/CarND-Behavioral-Cloning-P3/data/IMG/center_2018_04_14_11_29_04_496.jpg,/home/david/Documents/SELF DRIVING CAR ND/TERM1/simulator/CarND-Behavioral-Cloning-P3/data/IMG/left_2018_04_14_11_29_04_496.jpg,/home/david/Documents/SELF DRIVING CAR ND/TERM1/simulator/CarND-Behavioral-Cloning-P3/data/IMG/right_2018_04_14_11_29_04_496.jpg,0,1,0,30.18994
/home/david/Documents/SELF DRIVING CAR ND/TERM1/simulator/CarND-Behavioral-Cloning-P3/data/IMG/center_2018_04_14_11_29_04_564.jpg,/home/david/Documents/SELF DRIVING CAR ND/TERM1/simulator/CarND-Behavioral-Cloning-P3/data/IMG/left_2018_04_14_11_29_04_564.jpg,/home/david/Documents/SELF DRIVING CAR ND/TERM1/simulator/CarND-Behavioral-Cloning-P3/data/IMG/right_2018_04_14_11_29_04_564.jpg,0,1,0,30.18993
/home/david/Documents/SELF DRIVING CAR ND/TERM1/simulator/CarND-Behavioral-Cloning-P3/data/IMG/center_2018_04_14_11_29_04_633.jpg,/home/david/Documents/SELF DRIVING CAR ND/TERM1/simulator/CarND-Behavioral-Cloning-P3/data/IMG/left_2018_04_14_11_29_04_633.jpg,/home/david/Documents/SELF DRIVING CAR ND/TERM1/simulator/CarND-Behavioral-Cloning-P3/data/IMG/right_2018_04_14_11_29_04_633.jpg,0,1,0,30.18994
/home/david/Documents/SELF DRIVING CAR ND/TERM1/simulator/CarND-Behavioral-Cloning-P3/data/IMG/center_2018_04_14_11_29_04_703.jpg,/home/david/Documents/SELF DRIVING CAR ND/TERM1/simulator/CarND-Behavioral-Cloning-P3/data/IMG/left_2018_04_14_11_29_04_703.jpg,/home/david/Documents/SELF DRIVING CAR ND/TERM1/simulator/CarND-Behavioral-Cloning-P3/data/IMG/right_2018_04_14_11_29_04_703.jpg,0,1,0,30.18993
/home/david/Documents/SELF DRIVING CAR ND/TERM1/simulator/CarND-Behavioral-Cloning-P3/data/IMG/center_2018_04_14_11_29_04_773.jpg,/home/david/Documents/SELF DRIVING CAR ND/TERM1/simulator/CarND-Behavioral-Cloning-P3/data/IMG/left_2018_04_14_11_29_04_773.jpg,/home/david/Documents/SELF DRIVING CAR ND/TERM1/simulator/CarND-Behavioral-Cloning-P3/data/IMG/right_2018_04_14_11_29_04_773.jpg,0,1,0,30.18995
/home/david/Documents/SELF DRIVING CAR ND/TERM1/simulator/CarND-Behavioral-Cloning-P3/data/IMG/center_2018_04_14_11_29_04_844.jpg,/home/david/Documents/SELF DRIVING CAR ND/TERM1/simulator/CarND-Behavioral-Cloning-P3/data/IMG/left_2018_04_14_11_29_04_844.jpg,/home/david/Documents/SELF DRIVING CAR ND/TERM1/simulator/CarND-Behavioral-Cloning-P3/data/IMG/right_2018_04_14_11_29_04_844.jpg,0,1,0,30.18995
/home/david/Documents/SELF DRIVING CAR ND/TERM1/simulator/CarND-Behavioral-Cloning-P3/data/IMG/center_2018_04_14_11_29_04_911.jpg,/home/david/Documents/SELF DRIVING CAR ND/TERM1/simulator/CarND-Behavioral-Cloning-P3/data/IMG/left_2018_04_14_11_29_04_911.jpg,/home/david/Documents/SELF DRIVING CAR ND/TERM1/simulator/CarND-Behavioral-Cloning-P3/data/IMG/right_2018_04_14_11_29_04_911.jpg,0,1,0,30.18992
/home/david/Documents/SELF DRIVING CAR ND/TERM1/simulator/CarND-Behavioral-Cloning-P3/data/IMG/center_2018_04_14_11_29_04_980.jpg,/home/david/Documents/SELF DRIVING CAR ND/TERM1/simulator/CarND-Behavioral-Cloning-P3/data/IMG/left_2018_04_14_11_29_04_980.jpg,/home/david/Documents/SELF DRIVING CAR ND/TERM1/simulator/CarND-Behavioral-Cloning-P3/data/IMG/right_2018_04_14_11_29_04_980.jpg,0,1,0,30.18995
/home/david/Documents/SELF DRIVING CAR ND/TERM1/simulator/CarND-Behavioral-Cloning-P3/data/IMG/center_2018_04_14_11_29_05_048.jpg,/home/david/Documents/SELF DRIVING CAR ND/TERM1/simulator/CarND-Behavioral-Cloning-P3/data/IMG/left_2018_04_14_11_29_05_048.jpg,/home/david/Documents/SELF DRIVING CAR ND/TERM1/simulator/CarND-Behavioral-Cloning-P3/data/IMG/right_2018_04_14_11_29_05_048.jpg,0,1,0,30.18993
/home/david/Documents/SELF DRIVING CAR ND/TERM1/simulator/CarND-Behavioral-Cloning-P3/data/IMG/center_2018_04_14_11_29_05_116.jpg,/home/david/Documents/SELF DRIVING CAR ND/TERM1/simulator/CarND-Behavioral-Cloning-P3/data/IMG/left_2018_04_14_11_29_05_116.jpg,/home/david/Documents/SELF DRIVING CAR ND/TERM1/simulator/CarND-Behavioral-Cloning-P3/data/IMG/right_2018_04_14_11_29_05_116.jpg,0,1,0,30.18994
/home/david/Documents/SELF DRIVING CAR ND/TERM1/simulator/CarND-Behavioral-Cloning-P3/data/IMG/center_2018_04_14_11_29_05_186.jpg,/home/david/Documents/SELF DRIVING CAR ND/TERM1/simulator/CarND-Behavioral-Cloning-P3/data/IMG/left_2018_04_14_11_29_05_186.jpg,/home/david/Documents/SELF DRIVING CAR ND/TERM1/simulator/CarND-Behavioral-Cloning-P3/data/IMG/right_2018_04_14_11_29_05_186.jpg,0,1,0,30.18993
/home/david/Documents/SELF DRIVING CAR ND/TERM1/simulator/CarND-Behavioral-Cloning-P3/data/IMG/center_2018_04_14_11_29_05_261.jpg,/home/david/Documents/SELF DRIVING CAR ND/TERM1/simulator/CarND-Behavioral-Cloning-P3/data/IMG/left_2018_04_14_11_29_05_261.jpg,/home/david/Documents/SELF DRIVING CAR ND/TERM1/simulator/CarND-Behavioral-Cloning-P3/data/IMG/right_2018_04_14_11_29_05_261.jpg,0,1,0,30.18992
/home/david/Documents/SELF DRIVING CAR ND/TERM1/simulator/CarND-Behavioral-Cloning-P3/data/IMG/center_2018_04_14_11_29_05_328.jpg,/home/david/Documents/SELF DRIVING CAR ND/TERM1/simulator/CarND-Behavioral-Cloning-P3/data/IMG/left_2018_04_14_11_29_05_328.jpg,/home/david/Documents/SELF DRIVING CAR ND/TERM1/simulator/CarND-Behavioral-Cloning-P3/data/IMG/right_2018_04_14_11_29_05_328.jpg,-0.1,1,0,30.1874
/home/david/Documents/SELF DRIVING CAR ND/TERM1/simulator/CarND-Behavioral-Cloning-P3/data/IMG/center_2018_04_14_11_29_05_395.jpg,/home/david/Documents/SELF DRIVING CAR ND/TERM1/simulator/CarND-Behavioral-Cloning-P3/data/IMG/left_2018_04_14_11_29_05_395.jpg,/home/david/Documents/SELF DRIVING CAR ND/TERM1/simulator/CarND-Behavioral-Cloning-P3/data/IMG/right_2018_04_14_11_29_05_395.jpg,-0.1140025,1,0,30.18564
/home/david/Documents/SELF DRIVING CAR ND/TERM1/simulator/CarND-Behavioral-Cloning-P3/data/IMG/center_2018_04_14_11_29_05_465.jpg,/home/david/Documents/SELF DRIVING CAR ND/TERM1/simulator/CarND-Behavioral-Cloning-P3/data/IMG/left_2018_04_14_11_29_05_465.jpg,/home/david/Documents/SELF DRIVING CAR ND/TERM1/simulator/CarND-Behavioral-Cloning-P3/data/IMG/right_2018_04_14_11_29_05_465.jpg,0,1,0,30.18969
/home/david/Documents/SELF DRIVING CAR ND/TERM1/simulator/CarND-Behavioral-Cloning-P3/data/IMG/center_2018_04_14_11_29_05_534.jpg,/home/david/Documents/SELF DRIVING CAR ND/TERM1/simulator/CarND-Behavioral-Cloning-P3/data/IMG/left_2018_04_14_11_29_05_534.jpg,/home/david/Documents/SELF DRIVING CAR ND/TERM1/simulator/CarND-Behavioral-Cloning-P3/data/IMG/right_2018_04_14_11_29_05_534.jpg,0,1,0,30.18988
/home/david/Documents/SELF DRIVING CAR ND/TERM1/simulator/CarND-Behavioral-Cloning-P3/data/IMG/center_2018_04_14_11_29_05_603.jpg,/home/david/Documents/SELF DRIVING CAR ND/TERM1/simulator/CarND-Behavioral-Cloning-P3/data/IMG/left_2018_04_14_11_29_05_603.jpg,/home/david/Documents/SELF DRIVING CAR ND/TERM1/simulator/CarND-Behavioral-Cloning-P3/data/IMG/right_2018_04_14_11_29_05_603.jpg,0,1,0,30.18994
/home/david/Documents/SELF DRIVING CAR ND/TERM1/simulator/CarND-Behavioral-Cloning-P3/data/IMG/center_2018_04_14_11_29_05_672.jpg,/home/david/Documents/SELF DRIVING CAR ND/TERM1/simulator/CarND-Behavioral-Cloning-P3/data/IMG/left_2018_04_14_11_29_05_672.jpg,/home/david/Documents/SELF DRIVING CAR ND/TERM1/simulator/CarND-Behavioral-Cloning-P3/data/IMG/right_2018_04_14_11_29_05_672.jpg,0,1,0,30.18996
/home/david/Documents/SELF DRIVING CAR ND/TERM1/simulator/CarND-Behavioral-Cloning-P3/data/IMG/center_2018_04_14_11_29_05_740.jpg,/home/david/Documents/SELF DRIVING CAR ND/TERM1/simulator/CarND-Behavioral-Cloning-P3/data/IMG/left_2018_04_14_11_29_05_740.jpg,/home/david/Documents/SELF DRIVING CAR ND/TERM1/simulator/CarND-Behavioral-Cloning-P3/data/IMG/right_2018_04_14_11_29_05_740.jpg,0,1,0,30.18999
/home/david/Documents/SELF DRIVING CAR ND/TERM1/simulator/CarND-Behavioral-Cloning-P3/data/IMG/center_2018_04_14_11_29_05_811.jpg,/home/david/Documents/SELF DRIVING CAR ND/TERM1/simulator/CarND-Behavioral-Cloning-P3/data/IMG/left_2018_04_14_11_29_05_811.jpg,/home/david/Documents/SELF DRIVING CAR ND/TERM1/simulator/CarND-Behavioral-Cloning-P3/data/IMG/right_2018_04_14_11_29_05_811.jpg,0,1,0,30.18997
/home/david/Documents/SELF DRIVING CAR ND/TERM1/simulator/CarND-Behavioral-Cloning-P3/data/IMG/center_2018_04_14_11_29_05_882.jpg,/home/david/Documents/SELF DRIVING CAR ND/TERM1/simulator/CarND-Behavioral-Cloning-P3/data/IMG/left_2018_04_14_11_29_05_882.jpg,/home/david/Documents/SELF DRIVING CAR ND/TERM1/simulator/CarND-Behavioral-Cloning-P3/data/IMG/right_2018_04_14_11_29_05_882.jpg,0,1,0,30.18999
/home/david/Documents/SELF DRIVING CAR ND/TERM1/simulator/CarND-Behavioral-Cloning-P3/data/IMG/center_2018_04_14_11_29_05_954.jpg,/home/david/Documents/SELF DRIVING CAR ND/TERM1/simulator/CarND-Behavioral-Cloning-P3/data/IMG/left_2018_04_14_11_29_05_954.jpg,/home/david/Documents/SELF DRIVING CAR ND/TERM1/simulator/CarND-Behavioral-Cloning-P3/data/IMG/right_2018_04_14_11_29_05_954.jpg,0,1,0,30.18997
